note_id,trip_ids,stop_ids,stop_sequences
"20-1_T","1792_11289748","",""
"20-1_T","1792_11289749","",""
"20-1_T","1792_11289765","",""
"20-1_T","1792_11289787","",""
"20-1_T","1792_11289800","",""
"20-1_T","1792_11289813","",""
"20-1_T","1792_11289826","",""
"20-1_T","1792_11289843","",""
"20-1_T","1792_11289849","",""
"20-1_T","1792_11289863","",""
"20-1_T","1792_11289880","",""
"20-1_T","1792_11289925","",""
"20-1_T","1792_11289931","",""
"20-1_T","1792_11289940","",""
"20-1_T","1792_11289941","",""
"20-1_T","1792_11289945","",""
"20-1_T","1792_11289946","",""
"20-1_T","1792_11289947","",""
"20-1_T","1792_11289950","",""
"20-1_T","1792_11291613","",""
"20-1_T","1792_11496799","",""
"20-1_T","1792_11496807","",""
"20-1_T","1792_11496814","",""
"20-1_T","1792_11496816","",""
"20-1_T","1792_11496819","",""
"20-1_T","1792_11496821","",""
"20-1_T","1792_11496823","",""
"20-1_T","1792_11691531","",""
"20-1_T","1792_11691544","",""
"20-1_T","1792_11691559","",""
"20-1_T","1792_11691563","",""
"20-1_T","1792_11691580","",""
"20-1_T","1792_11691630","",""
"20-1_T","1792_11691646","",""
"20-1_T","1792_11691681","",""
"20-1_T","1792_11691716","",""
"20-1_T","1792_11691745","",""
"20-1_T","1792_11691747","",""
"20-1_T","1792_11691749","",""
"20-1_T","1792_11906143","",""
"20-1_T","1792_11906147","",""
"20-1_T","1792_11906161","",""
"20-1_T","1792_11906172","",""
"20-1_T","1792_11906191","",""
"20-1_T","1792_11906202","",""
"20-1_T","1792_11906203","",""
"20-1_T","1792_11906226","",""
"20-1_T","1792_11906234","",""
"20-1_T","1792_11906302","",""
"20-1_T","1792_11906320","",""
"20-1_T","1792_11906327","",""
"20-1_T","1792_11906328","",""
"20-1_T","1792_11906344","",""
"20-1_T","1792_11906366","",""
"20-1_T","1792_11906392","",""
"20-1_T","1792_11906408","",""
"20-1_T","1792_11906426","",""
"20-1_T","1792_11906428","",""
"20-1_T","1792_11906444","",""
"20-1_T","1792_11906452","",""
"20-1_T","1792_11906466","",""
"20-1_T","1792_11906472","",""
"20-1_T","1792_12590227","",""
"20-1_T","1792_12590258","",""
"20-1_T","1792_12590260","",""
"20-1_T","1792_12590280","",""
"20-1_T","1792_12590283","",""
"20-1_T","1792_12590389","",""
"20-1_T","1792_12590404","",""
"20-1_T","1792_12590418","",""
"20-1_T","1792_12590429","",""
"20-1_T","1792_12590436","",""
"20-1_T","1792_12590449","",""
"20-1_T","1792_12590456","",""
"20-1_T","1792_12590461","",""
"20-1_T","1792_12590478","",""
"20-1_T","1792_12590500","",""
"20-1_T","1792_12590507","",""
"20-1_T","1792_12590514","",""
"20-1_T","1792_12590519","",""
"20-1_T","1792_12590528","",""
"20-1_T","1792_12594243","",""
"20-1_T","1792_12594249","",""
"20-1_T","1792_12594263","",""
"20-1_T","1792_12594273","",""
"20-1_T","1792_12594283","",""
"20-1_T","1792_12594307","",""
"20-1_T","1792_12594312","",""
"20-1_T","1792_12594330","",""
"20-1_T","1792_12594347","",""
"20-1_T","1792_12594367","",""
"20-1_T","1792_12594372","",""
"20-1_T","1792_12594384","",""
"20-1_T","1792_12594402","",""
"20-1_T","1792_12594414","",""
"20-1_T","1792_12594427","",""
"20-1_T","1792_12594439","",""
"20-1_T","1792_12594441","",""
"20-1_T","1792_12594451","",""
"20-1_T","1792_12594468","",""
"20-1_T","1792_12594492","",""
"20-1_T","1792_12594503","",""
"20-1_T","1792_12594516","",""
"20-1_T","1792_12594534","",""
"207-a_T","1791_9888028","",""
"207-a_T","1792_9888028","",""
"213-a_T","1791_11288494","",""
"213-a_T","1792_11288494","",""
"213-b_T","1791_11288492","",""
"213-b_T","1792_11288492","",""
"243-h_T","1791_11288498","",""
"243-h_T","1791_11695286","",""
"243-h_T","1792_11288498","",""
"243-h_T","1792_11498144","",""
"243-h_T","1792_11695286","",""
"243-h_T","1792_12150693","",""
"243-h_T","1792_12150702","",""
"243-h_T","1792_9712878","",""
"247-lm_T","1791_11100769","",""
"247-lm_T","1791_11907128","",""
"247-lm_T","1792_11100769","",""
"247-lm_T","1792_11907128","",""
"247-lm_T","1792_9755119","",""
"247-lm_T","1792_9755121","",""
"247-lm_T","1792_9850643","",""
"29-1_T","1791_11292606","",""
"29-1_T","1791_11292674","",""
"29-1_T","1791_11928428","",""
"29-1_T","1791_11928458","",""
"29-1_T","1791_11928544","",""
"29-1_T","1791_11928593","",""
"29-1_T","1792_11292606","",""
"29-1_T","1792_11292674","",""
"29-1_T","1792_11293012","",""
"29-1_T","1792_11293014","",""
"29-1_T","1792_11293138","",""
"29-1_T","1792_11293168","",""
"29-1_T","1792_11293224","",""
"29-1_T","1792_11293274","",""
"29-1_T","1792_11928428","",""
"29-1_T","1792_11928458","",""
"29-1_T","1792_11928544","",""
"29-1_T","1792_11928593","",""
"29-1_T","1792_12596178","",""
"29-1_T","1792_12596231","",""
"29-1_T","1792_12596501","",""
"29-1_T","1792_12596556","",""
"29-2_T","1791_11928544","",""
"29-2_T","1792_11293012","",""
"29-2_T","1792_11928544","",""
"29-2_T","1792_12596501","",""
"353-g_T","1791_10558224","",""
"353-g_T","1792_10558224","",""
"353-nd_T","1791_10558225","",""
"353-nd_T","1791_10558226","",""
"353-nd_T","1792_10558225","",""
"353-nd_T","1792_10558226","",""
"353-nd_T","1792_10558227","",""
"356-9_T","1791_10668922","",""
"356-9_T","1792_10668922","",""
"356-9_T","1792_12592204","",""
"356-CPF_T","1791_10668936","",""
"356-CPF_T","1791_10668949","",""
"356-CPF_T","1792_10668936","",""
"356-CPF_T","1792_10668949","",""
"356-CPF_T","1792_12588689","",""
"356-n1_T","1791_10668910","",""
"356-n1_T","1791_10668911","",""
"356-n1_T","1791_10668916","",""
"356-n1_T","1791_10668917","",""
"356-n1_T","1792_10668910","",""
"356-n1_T","1792_10668911","",""
"356-n1_T","1792_10668916","",""
"356-n1_T","1792_10668917","",""
"356-n2_T","1791_10668912","",""
"356-n2_T","1791_10668913","",""
"356-n2_T","1791_10668914","",""
"356-n2_T","1791_10668915","",""
"356-n2_T","1791_10668918","",""
"356-n2_T","1791_10668919","",""
"356-n2_T","1791_10668920","",""
"356-n2_T","1791_10668921","",""
"356-n2_T","1792_10668912","",""
"356-n2_T","1792_10668913","",""
"356-n2_T","1792_10668914","",""
"356-n2_T","1792_10668915","",""
"356-n2_T","1792_10668918","",""
"356-n2_T","1792_10668919","",""
"356-n2_T","1792_10668920","",""
"356-n2_T","1792_10668921","",""
"356-nd_T","1791_10668937","",""
"356-nd_T","1792_10668937","",""
"356-nd_T","1792_10668988","",""
"356-s1_T","1791_10668909","",""
"356-s1_T","1792_10668909","",""
"39-a_T","1791_11692901","",""
"39-a_T","1792_11692718","",""
"39-a_T","1792_11692901","",""
"4-PM_T","1791_11915937","",""
"4-PM_T","1791_11915954","",""
"4-PM_T","1792_11915937","",""
"4-PM_T","1792_11915954","",""
"4-PS_T","1791_11915955","",""
"4-PS_T","1792_11915955","",""
"4-PS_T","1792_11915997","",""
"4-PS_T","1792_11915999","",""
"4-PS_T","1792_11916000","",""
"431-p0_T","1791_9911425","",""
"431-p0_T","1791_9911426","",""
"431-p0_T","1791_9911647","",""
"431-p0_T","1791_9911656","",""
"431-p0_T","1791_9911657","",""
"431-p0_T","1791_9911660","",""
"431-p0_T","1792_9911423","",""
"431-p0_T","1792_9911424","",""
"431-p0_T","1792_9911425","",""
"431-p0_T","1792_9911426","",""
"431-p0_T","1792_9911646","",""
"431-p0_T","1792_9911647","",""
"431-p0_T","1792_9911654","",""
"431-p0_T","1792_9911655","",""
"431-p0_T","1792_9911656","",""
"431-p0_T","1792_9911657","",""
"431-p0_T","1792_9911660","",""
"431-p0_T","1792_9911661","",""
"431-p1_T","1791_11084320","",""
"431-p1_T","1792_10648699","",""
"431-p1_T","1792_11084320","",""
"431-p5_T","1791_11084318","",""
"431-p5_T","1792_11084318","",""
"431-p5_T","1792_9723620","",""
"431-p5_T","1792_9911648","",""
"431-p5_T","1792_9911658","",""
"433-p1_T","1791_10670855","",""
"433-p1_T","1792_10670855","",""
"433-p1_T","1792_9748583","",""
"433-p5_T","1791_10670856","",""
"433-p5_T","1791_10670857","",""
"433-p5_T","1791_9748581","",""
"433-p5_T","1791_9749885","",""
"433-p5_T","1791_9749914","",""
"433-p5_T","1792_10670856","",""
"433-p5_T","1792_10670857","",""
"433-p5_T","1792_9727395","",""
"433-p5_T","1792_9748581","",""
"433-p5_T","1792_9748582","",""
"433-p5_T","1792_9749885","",""
"433-p5_T","1792_9749908","",""
"433-p5_T","1792_9749910","",""
"433-p5_T","1792_9749914","",""
"433-p5_T","1792_9749915","",""
"434-PBe_T","1791_11291634","",""
"434-PBe_T","1792_11291634","",""
"434-PBe_T","1792_11291641","",""
"434-p1_T","1791_11291635","",""
"434-p1_T","1791_11291636","",""
"434-p1_T","1791_11291637","",""
"434-p1_T","1791_11291638","",""
"434-p1_T","1791_11291639","",""
"434-p1_T","1791_11291640","",""
"434-p1_T","1791_9727401","",""
"434-p1_T","1791_9727410","",""
"434-p1_T","1792_11291635","",""
"434-p1_T","1792_11291636","",""
"434-p1_T","1792_11291637","",""
"434-p1_T","1792_11291638","",""
"434-p1_T","1792_11291639","",""
"434-p1_T","1792_11291640","",""
"434-p1_T","1792_11291642","",""
"434-p1_T","1792_11291643","",""
"434-p1_T","1792_11291644","",""
"434-p1_T","1792_11291645","",""
"434-p1_T","1792_11291646","",""
"434-p1_T","1792_11291647","",""
"434-p1_T","1792_11291648","",""
"434-p1_T","1792_11291649","",""
"434-p1_T","1792_11291650","",""
"434-p1_T","1792_11291651","",""
"434-p1_T","1792_11291652","",""
"434-p1_T","1792_11291653","",""
"434-p1_T","1792_9727401","",""
"434-p1_T","1792_9727410","",""
"434-p5_T","1791_11291634","",""
"434-p5_T","1792_11291634","",""
"434-p5_T","1792_11291641","",""
"435-p1_T","1791_9748691","",""
"435-p1_T","1792_9748676","",""
"435-p1_T","1792_9748691","",""
"435-p5_T","1791_9869779","",""
"435-p5_T","1791_9869787","",""
"435-p5_T","1792_9869763","",""
"435-p5_T","1792_9869779","",""
"435-p5_T","1792_9869786","",""
"435-p5_T","1792_9869787","",""
"436-p0_T","1791_9842780","",""
"436-p0_T","1792_9842780","",""
"436-p5_T","1791_9842775","",""
"436-p5_T","1792_9842769","",""
"436-p5_T","1792_9842775","",""
"437-p5_T","1791_10612200","",""
"437-p5_T","1791_10612205","",""
"437-p5_T","1792_10612200","",""
"437-p5_T","1792_10612205","",""
"442-kv_T","1791_9720483","",""
"442-kv_T","1791_9720484","",""
"442-kv_T","1791_9720487","",""
"442-kv_T","1791_9720488","",""
"442-kv_T","1792_9720483","",""
"442-kv_T","1792_9720484","",""
"442-kv_T","1792_9720487","",""
"442-kv_T","1792_9720488","",""
"444-PKBe_T","1791_11498553","",""
"444-PKBe_T","1791_11498555","",""
"444-PKBe_T","1792_11498553","",""
"444-PKBe_T","1792_11498555","",""
"533-p0_T","1791_10668837","",""
"533-p0_T","1791_10668838","",""
"533-p0_T","1791_10668839","",""
"533-p0_T","1791_10668840","",""
"533-p0_T","1791_10668841","",""
"533-p0_T","1791_10668843","",""
"533-p0_T","1791_10668857","",""
"533-p0_T","1791_10668858","",""
"533-p0_T","1791_10668859","",""
"533-p0_T","1791_10668860","",""
"533-p0_T","1791_10668861","",""
"533-p0_T","1791_10668862","",""
"533-p0_T","1791_10668864","",""
"533-p0_T","1791_10668865","",""
"533-p0_T","1792_10668837","",""
"533-p0_T","1792_10668838","",""
"533-p0_T","1792_10668839","",""
"533-p0_T","1792_10668840","",""
"533-p0_T","1792_10668841","",""
"533-p0_T","1792_10668843","",""
"533-p0_T","1792_10668857","",""
"533-p0_T","1792_10668858","",""
"533-p0_T","1792_10668859","",""
"533-p0_T","1792_10668860","",""
"533-p0_T","1792_10668861","",""
"533-p0_T","1792_10668862","",""
"533-p0_T","1792_10668864","",""
"533-p0_T","1792_10668865","",""
"533-p0_T","1792_12598026","",""
"533-p0_T","1792_12598027","",""
"533-p0_T","1792_12598028","",""
"533-p0_T","1792_12598029","",""
"533-p0_T","1792_12598030","",""
"533-p0_T","1792_12598032","",""
"533-p0_T","1792_12598033","",""
"533-p0_T","1792_12598034","",""
"533-p0_T","1792_12598121","",""
"533-p0_T","1792_12598122","",""
"533-p0_T","1792_12598123","",""
"533-p0_T","1792_12598124","",""
"533-p0_T","1792_12598125","",""
"533-p0_T","1792_12598126","",""
"533-p0_T","1792_12598128","",""
"533-p0_T","1792_12598129","",""
"533-p0_T","1792_12598131","",""
"533-p5_T","1792_12598036","",""
"533-p5_T","1792_12598037","",""
"533-p5_T","1792_9728870","",""
"533-p5_T","1792_9869221","",""
"536-p0_T","1791_9714315","",""
"536-p0_T","1792_9714315","",""
"536-p1_T","1791_9713912","",""
"536-p1_T","1791_9713915","",""
"536-p1_T","1791_9714333","",""
"536-p1_T","1791_9714337","",""
"536-p1_T","1791_9714343","",""
"536-p1_T","1792_9713911","",""
"536-p1_T","1792_9713912","",""
"536-p1_T","1792_9713913","",""
"536-p1_T","1792_9713915","",""
"536-p1_T","1792_9714314","",""
"536-p1_T","1792_9714332","",""
"536-p1_T","1792_9714333","",""
"536-p1_T","1792_9714337","",""
"536-p1_T","1792_9714340","",""
"536-p1_T","1792_9714342","",""
"536-p1_T","1792_9714343","",""
"537-p1_T","1791_9714346","",""
"537-p1_T","1791_9728391","",""
"537-p1_T","1791_9728393","",""
"537-p1_T","1791_9865411","",""
"537-p1_T","1791_9865414","",""
"537-p1_T","1791_9865416","",""
"537-p1_T","1792_9714346","",""
"537-p1_T","1792_9728391","",""
"537-p1_T","1792_9728392","",""
"537-p1_T","1792_9728393","",""
"537-p1_T","1792_9865409","",""
"537-p1_T","1792_9865411","",""
"537-p1_T","1792_9865412","",""
"537-p1_T","1792_9865414","",""
"537-p1_T","1792_9865416","",""
"537-p5_T","1791_9865400","",""
"537-p5_T","1791_9865402","",""
"537-p5_T","1791_9869381","",""
"537-p5_T","1792_9865393","",""
"537-p5_T","1792_9865400","",""
"537-p5_T","1792_9865402","",""
"537-p5_T","1792_9869376","",""
"537-p5_T","1792_9869381","",""
"54-p5_T","1791_11098654","",""
"54-p5_T","1791_11098657","",""
"54-p5_T","1791_11098660","",""
"54-p5_T","1791_11098663","",""
"54-p5_T","1791_11098728","",""
"54-p5_T","1791_11098731","",""
"54-p5_T","1791_11098734","",""
"54-p5_T","1791_11098737","",""
"54-p5_T","1792_11098652","",""
"54-p5_T","1792_11098653","",""
"54-p5_T","1792_11098654","",""
"54-p5_T","1792_11098655","",""
"54-p5_T","1792_11098656","",""
"54-p5_T","1792_11098657","",""
"54-p5_T","1792_11098659","",""
"54-p5_T","1792_11098660","",""
"54-p5_T","1792_11098662","",""
"54-p5_T","1792_11098663","",""
"54-p5_T","1792_11098726","",""
"54-p5_T","1792_11098727","",""
"54-p5_T","1792_11098728","",""
"54-p5_T","1792_11098730","",""
"54-p5_T","1792_11098731","",""
"54-p5_T","1792_11098732","",""
"54-p5_T","1792_11098733","",""
"54-p5_T","1792_11098734","",""
"54-p5_T","1792_11098736","",""
"54-p5_T","1792_11098737","",""
"55-1_T","1791_11699049","",""
"55-1_T","1791_11699063","",""
"55-1_T","1792_11698906","",""
"55-1_T","1792_11698956","",""
"55-1_T","1792_11699049","",""
"55-1_T","1792_11699063","",""
"55-1_T","1792_11699254","",""
"55-1_T","1792_11699268","",""
"55-1_T","1792_12595988","",""
"55-1_T","1792_12595999","",""
"55-a_T","1791_11699041","",""
"55-a_T","1792_11698955","",""
"55-a_T","1792_11699041","",""
"55-a_T","1792_11699246","",""
"55-a_T","1792_12595973","",""
